31,GlassOuse,"Dispositivo asistivo que utiliza inteligencia artificial para detectar y procesar movimientos de la cabeza y señales de succión o soplido, permitiendo a personas con movilidad reducida controlar el cursor y realizar acciones en dispositivos digitales. La IA optimiza la precisión al interpretar patrones de movimiento en tiempo real y adaptarse al comportamiento del usuario.",https://glassouse.com/,,X,$399 USD.,No.,"Destaca por su alta precisión y sensibilidad en la detección de movimientos de la cabeza, facilitando una navegación intuitiva y sin esfuerzo. Es compatible con múltiples dispositivos y sistemas operativos, ampliando su aplicabilidad.",La integración con comandos por voz y su adaptación a una gama más amplia de navegadores y plataformas móviles mejoraría su funcionalidad y alcance. El desarrollo de versiones más accesibles podría reducir costos y aumentar su adopción.,"El dispositivo requiere configuración manual inicial y puede depender de hardware específico, lo que limita su portabilidad. Además, la precisión podría verse afectada en entornos con iluminación o movimientos externos no controlados.",V1.3,abril de 2024,,,"Control de cursor alternativo, Dispositivos asistivos inteligentes","Motion tracking, Reconocimiento gestual",Motora,Alta,Alta,Rápido,"PC, Mobile, Tablet",Todos,Parcial  ,Manual,No compatible  ,No  
32,Jouse3,"Dispositivo de entrada asistiva que utiliza inteligencia artificial para interpretar movimientos suaves y señales de soplido o succión, permitiendo a usuarios con movilidad reducida controlar el cursor del ratón o realizar clics en entornos digitales. La IA optimiza la sensibilidad y precisión del dispositivo al adaptarse a la fuerza y frecuencia de las señales del usuario.",https://www.compusult.at/web/at/jouse/,,X,$399 USD.,No.,"Es altamente preciso y sensible, lo que permite una navegación eficiente para personas con discapacidades motoras severas. Es compatible con múltiples dispositivos y sistemas operativos, ofreciendo flexibilidad en su implementación","La incorporación de comandos por voz y mayor compatibilidad con navegadores específicos podría mejorar su funcionalidad. Además, su expansión a dispositivos móviles aumentaría su alcance en accesibilidad.",Requiere configuración manual inicial y su costo puede ser una barrera. La dependencia de hardware físico limita su portabilidad en comparación con soluciones puramente de software.,3.0,septiembre de 2023,,,"Control de cursor alternativo, Dispositivos asistivos inteligentes","Motion tracking, Reconocimiento gestual",Motora,Alta,Alta,Rápido,"PC, Tablet",Todos,Parcial  ,Manual,No compatible  ,No  
33,NVDA,"NVDA (NonVisual Desktop Access) es un lector de pantalla gratuito que utiliza inteligencia artificial para procesar y convertir contenido digital en salida de voz o braille, permitiendo a usuarios con discapacidad visual interactuar con aplicaciones y páginas web. La IA se aplica para identificar y describir automáticamente elementos visuales y estructuras complejas como menús y formularios.",https://nvda.es/,,X,Opcional según el usuario.,"Sí, código abierto.","Su principal fortaleza radica en ser gratuito, accesible y altamente eficiente para la navegación web y el uso de aplicaciones. Ofrece una navegación por teclado total y es compatible con la mayoría de los navegadores y tecnologías braille.","El desarrollo de mayor compatibilidad con otros sistemas operativos y dispositivos móviles representa una gran oportunidad. Además, la incorporación de comandos por voz podría mejorar su funcionalidad y adaptabilidad.",La precisión en el manejo de gráficos complejos y contenido dinámico puede ser limitada en comparación con soluciones de pago. También puede requerir configuración manual inicial y un tiempo de aprendizaje para nuevos usuarios.,2024.4.1,11 de noviembre de 2024,,,"Lectores de pantalla avanzados, Software de comunicación asistiva","Síntesis de voz, Procesamiento de Lenguaje Natural",Visual,Media,Alta,Rápido,PC,Todos,Windows  ,Manual,Total  ,No  
34,JAWS,"JAWS (Job Access With Speech) es un lector de pantalla que utiliza inteligencia artificial para interpretar y convertir información visual en audio o texto en tiempo real, facilitando la navegación web y el uso de aplicaciones para personas con discapacidad visual. La IA se emplea en el reconocimiento de estructuras complejas como gráficos, tablas y formularios para mejorar la experiencia del usuario.",https://www.freedomscientific.com/products/software/jaws/,X,,$90 USD/mes.,No.,"Es altamente preciso en la lectura de contenido y tiene una navegación por teclado total, lo que lo hace indispensable para usuarios con discapacidad visual. Ofrece amplias opciones de personalización y un soporte robusto para aplicaciones y navegadores.","Existe una oportunidad para ampliar su compatibilidad con sistemas operativos como Linux y dispositivos móviles. Además, la integración con comandos por voz podría mejorar aún más su usabilidad.",Requiere configuración manual inicial y un tiempo considerable de aprendizaje para nuevos usuarios debido a su complejidad. Su alto costo también limita el acceso para algunas personas.,16,28 de febrero de 2023,,,"Lectores de pantalla avanzados, Software de comunicación asistiva","Síntesis de voz, Procesamiento de Lenguaje Natural",Visual,Alta,Alta,Rápido,PC,Todos,Parcial  ,Manual,Total  ,Parcial  
35,Dragon NaturallySpeaking,"software de reconocimiento de voz que utiliza inteligencia artificial, específicamente modelos de aprendizaje profundo y procesamiento del lenguaje natural, para transcribir el habla humana a texto con alta precisión. La IA permite que el software se adapte a la voz y el acento del usuario, aprenda de sus correcciones y mejore continuamente su rendimiento. Además, la IA se utiliza para comprender el contexto del discurso, lo que permite una transcripción más precisa incluso en presencia de ambigüedades o variaciones en el habla.",https://www.nuance.com/es-es/dragon.html,X,,$500 USD.,No.,"Destaca por su alta precisión en el reconocimiento de voz, superando a menudo el 99%, lo que lo convierte en una herramienta eficiente para la creación de documentos, correos electrónicos y otras tareas que implican la escritura. Su capacidad de aprendizaje y adaptación a la voz del usuario mejora la precisión con el tiempo, y su amplia gama de comandos de voz permite el control del ordenador sin necesidad de usar el teclado o el ratón, lo que lo hace especialmente útil para personas con discapacidades motoras. Además, ofrece versiones especializadas para diferentes profesiones (como medicina o derecho), con vocabularios técnicos específicos.","A pesar de su alta precisión, Dragon NaturallySpeaking podría beneficiarse de una mayor integración con otras plataformas y servicios en la nube, lo que permitiría un acceso más fluido y una mayor compatibilidad entre dispositivos. La mejora continua en el procesamiento del lenguaje natural podría permitir una mejor comprensión del contexto y una menor dependencia de la dicción clara del usuario. Además, la expansión a nuevos idiomas y la mejora en el reconocimiento de acentos y dialectos menos comunes ampliarían su alcance y utilidad. La integración con herramientas de accesibilidad web podría ser una gran oportunidad para mejorar la experiencia de personas con discapacidad.","El costo del software puede ser una barrera de entrada para algunos usuarios, especialmente considerando que existen alternativas gratuitas o de menor costo. Aunque la precisión es alta, aún puede haber errores de transcripción, especialmente en entornos ruidosos o con usuarios que tienen dificultades en el habla. La dependencia de un hardware potente para un rendimiento óptimo puede ser una limitación para algunos usuarios. Además, la interfaz de usuario, aunque funcional, podría ser más intuitiva y moderna.",No especificada,No aplica,,,"Navegación por voz, Reconocimiento de voz, Software de comunicación asistiva","Reconocimiento de voz, Procesamiento de Lenguaje Natural",Motora,Alta,Alta,Moderado,PC,Todos,Windows  ,Manual,Parcial  ,Sí  
36,Project Mariner,"Herramienta experimental de accesibilidad que utiliza inteligencia artificial para analizar contenido visual y convertirlo en descripciones textuales y auditivas en tiempo real. La IA facilita el procesamiento de imágenes y entornos dinámicos, ayudando a personas con discapacidades visuales a interactuar con contenido digital y físico.",https://deepmind.google/technologies/project-mariner/,,X,N/A.,No.,"Su uso avanzado de IA permite alta precisión en la descripción de imágenes y objetos complejos, brindando una experiencia más inclusiva. Es una herramienta innovadora con potencial para aplicaciones en tiempo real y navegación autónoma.","Expandir su compatibilidad a más dispositivos y sistemas operativos podría aumentar su adopción. Además, la integración con comandos por voz y soporte multidispositivo ampliaría su utilidad y accesibilidad.","Como proyecto experimental, puede presentar limitaciones en estabilidad y alcance. Requiere configuración manual inicial, y su funcionalidad depende de la calidad de los datos visuales y del entorno.",Experimental,No aplica,,,"Asistentes conversacionales, Asistentes por voz, Navegación por voz, Herramientas de simplificación de texto","Procesamiento de Lenguaje Natural, Síntesis de voz, Visión por computadora, Reconocimiento de voz",Visual,Alta,Media,Moderado,"PC, Mobile",Chrome,Parcial  ,Manual,No compatible  ,Parcial  
37,BrailleSurf,"permite a los usuarios con discapacidad visual leer información de la web, presentándola en forma de texto que puede ser mostrado en una barra braille o leído por un sintetizador de voz",https://asociaciondoce.com/category/braille-surf/,X,,N/A,No especificado,Permite a usuarios con discapacidad visual acceder a contenido web de forma simplificada y compatible con dispositivos braille,Permite a usuarios con discapacidad visual acceder a contenido web de forma simplificada y compatible con dispositivos braille,nterfaz desactualizada y limitada compatibilidad con sitios web modernos,No especificada,No disponible,,,"Dispositivos asistivos inteligentes, Lectores de pantalla avanzados","Síntesis de voz, Procesamiento de Lenguaje Natural",Visual,Alta en ampliación y lectura,Alta,Moderado,No,Todos,Windows  ,Automatica,Parcial  ,No  
38,Deepseek,"DeepSeek es un modelo de inteligencia artificial basado en aprendizaje profundo, diseñado para el procesamiento avanzado del lenguaje natural y la generación de contenido. Su capacidad destaca en la comprensión contextual, la generación de respuestas coherentes y la optimización en tareas de IA generativa, facilitando su integración en diversas industrias",https://chat.deepseek.com/sign_in,,X,Variable según la implementación,"Sí, con modelos de código abierto y opciones de personalización.","Ofrece modelos de IA de alto rendimiento con optimización de recursos, logrando una integración eficiente en múltiples sectores, desde asistentes virtuales hasta análisis de datos y automatización. Su enfoque en código abierto permite mejoras continuas y adaptaciones personalizadas.",Expansión en mercados internacionales y colaboración con empresas tecnológicas líderes. Potencial integración con herramientas de accesibilidad para personas con discapacidad visual o auditiva.,Requiere un alto nivel de procesamiento para su implementación óptima. Competencia con otros modelos de IA avanzada y desafíos en la adaptación a regulaciones de privacidad de datos.,DeepSeek-V3 y DeepSeek-R1,2025,,,"Asistentes conversacionales, Software de comunicación asistiva, Generadores automáticos de descripciones de imágenes","Procesamiento de Lenguaje Natural, Reconocimiento de voz, Síntesis de voz, Visión por computadora","Cognitiva, Visual",Alta,Alta,Rápido,Todas,Todos,Windows  ,Manual,Total  ,Sí  
39,Otter.ai,"plataforma de transcripción automática en tiempo real basada en inteligencia artificial. Permite capturar, transcribir y resumir reuniones, clases y conversaciones de audio y video. Se integra con plataformas como Zoom y Google Meet para ofrecer subtitulado en vivo y generación de resúmenes automáticos.",https://otter.ai,X,X,Gratuita con versión premium (Otter Pro y Otter Business),"Sí, ofrece API para integración con otras plataformas",Transcripción en tiempo real con alta precisión. Integración con Zoom y Google Meet. Generación automática de resúmenes. Captura de diapositivas en reuniones virtuales,Expansión a más plataformas de videoconferencia. Mejora en la precisión de reconocimiento en múltiples acentos. Desarrollo de nuevas herramientas para productividad y accesibilidad.,Dependencia de conexión a Internet para transcripción en vivo. Limitaciones en la versión gratuita (cantidad de minutos de transcripción mensual).,-------,2024,,,"Sistemas de subtitulado automático, Herramientas de simplificación de texto","Reconocimiento de voz, Procesamiento de Lenguaje Natural, Síntesis de voz",Auditiva,Alta,Alta,Rápido,"PC, Mobile, Tablet","Chrome, Edge",No compatible  ,Automática,Parcial  ,Sí  
40,AVA," aplicación de transcripción en tiempo real que convierte el habla en subtítulos en pantalla. Está diseñada para personas con discapacidad auditiva y permite la comunicación en reuniones, conferencias y conversaciones cotidianas. Utiliza inteligencia artificial para mejorar la precisión de las transcripciones y ofrecer traducciones en múltiples idiomas.",https://es.ava.me/?utm_source=chatgpt.com,x,x,Gratuita con versión premium (AVA Pro) Desde $15  USD/mes (según plan),"si, cuenta con una API",Transcripción precisa y en tiempo real. Permite comunicación fluida en reuniones y entornos laborales. Soporte para múltiples idiomas.,Integración con plataformas de videollamadas y asistentes virtuales. Expansión a más idiomas y mejora en precisión de contexto.,Dependencia de conexión a Internet para transcripción en vivo. Puede presentar errores en ambientes con ruido o múltiples hablantes.,-------,2024,,,Sistemas de subtitulado automático,"Procesamiento de Lenguaje Natural, Síntesis de voz",Auditiva,Alta,Alta,Rapido,"PC, Mobile, Tablet",Todos,Parcial  ,Automática,Parcial  ,No  
41,Web Captioner,"era una herramienta gratuita de transcripción en tiempo real que permitía convertir el habla en texto directamente desde el navegador. Sin embargo, el servicio dejó de estar disponible el 31 de octubre de 2023. El código fuente de la aplicación ha sido liberado y está disponible en GitHub",https://www.webcaptioner.online/#,,x,N/A,"Si,el codigo fuente esta disponible GITHUB (https://github.com/curtgrimes/webcaptioner)","Fácil de usar, sin necesidad de instalación. Soporte para múltiples idiomas. Compatible con cualquier navegador moderno.", Puede ser retomado o mejorado a través de su código abierto en GitHub. Alternativas pueden aprovechar su base para desarrollar herramientas más avanzadas.,"Descontinuado, sin soporte oficial. Dependía del reconocimiento de voz del navegador, lo que podía afectar la precisión. No integraba opciones avanzadas como resúmenes automáticos.",Ultima Version,2023,,,"Sistemas de subtitulado automático, Herramientas de simplificación de texto","Reconocimiento de voz, Procesamiento de Lenguaje Natural",Auditiva,Media,Media,Moderado,"PC, Mobile, Tablet","Chrome, Edge, Firefox",Parcial,Automática,No compatible,No  
